customer_id,score,segmentation,gender,job_title,job_industry_category,wealth_segment,owns_car,tenure,age_class,state,property_valuation
1005,Silver,Whales,Female,Design Engineer,IT,High Net Worth,Yes,8,50-59,NSW,9
1006,Diamond,Loyal,Male,Quality Control Specialist,Telecommunications,Affluent Customer,Yes,19,40-49,VIC,8
1007,Diamond,Loyal,Male,Quality Control Specialist,Retail,Mass Customer,No,5,20-29,NSW,12
1008,Silver,Rookies,Female,Teacher,Retail,Mass Customer,No,21,40-49,NSW,12
1009,Silver,Potential,Female,Research Associate,Manufacturing,High Net Worth,Yes,13,60-69,QLD,9
1010,Bronze,Dormant,Male,Nurse,Financial Services,Affluent Customer,No,17,60-69,NSW,4
1011,Bronze,Dormant,Female,Occupational Therapist,Health,High Net Worth,Yes,10,30-39,NSW,9
1012,Silver,Rookies,Female,Software Test Engineer III,Health,High Net Worth,Yes,11,60-69,QLD,9
1013,Bronze,Attention,Female,Physical Therapy Assistant,Retail,High Net Worth,No,17,40-49,NSW,8
1014,Diamond,Best,Male,Senior Developer,Property,Mass Customer,Yes,8,60-69,NSW,8
1015,Bronze,Potential,Male,Web Developer I,Health,Mass Customer,No,17,60-69,VIC,8
1016,Bronze,Potential,Male,Legal Assistant,IT,Mass Customer,Yes,17,60-69,VIC,11
1017,Bronze,Slipping,Female,Assistant Media Planner,Entertainment,High Net Worth,No,16,40-49,NSW,11
1018,Silver,Potential,Male,Help Desk Operator,Manufacturing,Mass Customer,Yes,7,20-29,VIC,10
1019,Bronze,Attention,Male,Human Resources Assistant II,Manufacturing,Mass Customer,Yes,14,50-59,NSW,8
1020,Bronze,Dormant,Female,Human Resources Assistant II,IT,Affluent Customer,No,13,40-49,NSW,10
1021,Diamond,Loyal,Male,Mechanical Systems Engineer,Retail,High Net Worth,No,7,40-49,NSW,8
1022,Silver,Whales,Female,Assistant Manager,Financial Services,Affluent Customer,Yes,14,30-39,NSW,10
1023,Bronze,Dormant,Female,Assistant Manager,Financial Services,Affluent Customer,Yes,6,30-39,NSW,8
1024,Diamond,Loyal,Female,Social Worker,Health,High Net Worth,Yes,2,30-39,VIC,9
1025,Silver,Promising,Male,Quality Engineer,IT,Mass Customer,Yes,5,20-29,VIC,8
1026,Bronze,Potential,Male,Quality Engineer,Financial Services,Affluent Customer,No,4,30-39,NSW,10
1027,Silver,Promising,Male,Statistician I,Financial Services,Affluent Customer,No,18,50-59,NSW,12
1028,Diamond,Best,Male,Project Manager,Financial Services,High Net Worth,No,1,20-29,NSW,9
1029,Silver,Whales,Male,VP Sales,Financial Services,Mass Customer,No,4,20-29,NSW,6
1030,Diamond,Loyal,Female,Food Chemist,Health,Mass Customer,No,5,60-69,VIC,7
1031,Bronze,Slipping,Male,Junior Executive,Manufacturing,Mass Customer,No,6,40-49,QLD,7
1032,Silver,Loyal,Female,Executive Secretary,Manufacturing,Mass Customer,Yes,18,40-49,VIC,11
1033,Diamond,Best,Male,Executive Secretary,Manufacturing,Affluent Customer,Yes,3,20-29,QLD,9
1034,Bronze,Dormant,Male,Executive Secretary,Manufacturing,High Net Worth,Yes,3,40-49,NSW,3
1035,Bronze,Rookies,Female,Operator,Retail,Affluent Customer,Yes,5,40-49,NSW,9
1036,Silver,Whales,Female,Paralegal,Financial Services,Mass Customer,Yes,12,50-59,NSW,12
1037,Silver,Attention,Female,Human Resources Assistant II,Financial Services,Mass Customer,No,10,60-69,NSW,11
1038,Bronze,Rookies,Female,Engineer I,Manufacturing,Mass Customer,Yes,14,60-69,VIC,6
1039,Diamond,Loyal,Female,Engineer I,Manufacturing,High Net Worth,Yes,15,40-49,NSW,4
1040,Bronze,Dormant,Female,Food Chemist,Health,High Net Worth,No,9,40-49,QLD,8
1041,Silver,Rookies,Male,Food Chemist,Property,Affluent Customer,No,15,60-69,NSW,10
1042,Bronze,Attention,Male,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,11,40-49,NSW,11
1043,Silver,Whales,Male,Sales Associate,Financial Services,Mass Customer,Yes,16,30-39,QLD,7
1044,Bronze,Attention,Female,Food Chemist,Health,High Net Worth,No,13,30-39,QLD,1
1045,Bronze,Dormant,Female,Food Chemist,Financial Services,Mass Customer,Yes,19,30-39,NSW,11
1046,Bronze,Potential,Female,Budget/Accounting Analyst II,Financial Services,Affluent Customer,No,11,60-69,NSW,9
1047,Silver,Loyal,Male,VP Accounting,Financial Services,Affluent Customer,No,11,40-49,NSW,7
1048,Bronze,Slipping,Male,Internal Auditor,Financial Services,Affluent Customer,No,15,40-49,VIC,9
1049,Diamond,Loyal,Male,Software Consultant,Property,Mass Customer,No,2,20-29,VIC,8
1050,Silver,Potential,Female,Software Consultant,Telecommunications,Mass Customer,Yes,15,50-59,NSW,11
1051,Bronze,Slipping,Female,Help Desk Technician,Property,High Net Worth,Yes,14,40-49,VIC,10
1052,Silver,Promising,Female,Junior Executive,Financial Services,High Net Worth,No,3,30-39,VIC,11
1053,Bronze,Dormant,Male,Junior Executive,Manufacturing,Mass Customer,Yes,8,60-69,NSW,5
1054,Diamond,Loyal,Male,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,13,40-49,NSW,11
1055,Bronze,Dormant,Female,Data Coordiator,Manufacturing,Mass Customer,No,12,30-39,NSW,10
1056,Diamond,Best,Male,Software Test Engineer IV,Manufacturing,Affluent Customer,No,6,50-59,NSW,7
1057,Bronze,Attention,Female,Registered Nurse,Health,Mass Customer,No,5,50-59,NSW,12
1058,Bronze,Dormant,Female,Research Assistant IV,Retail,Affluent Customer,Yes,4,30-39,VIC,6
1059,Bronze,Rookies,Female,Account Representative III,Entertainment,High Net Worth,Yes,6,50-59,NSW,11
1060,Bronze,Attention,Female,Associate Professor,Argiculture,Affluent Customer,Yes,13,60-69,NSW,11
1061,Silver,Promising,Male,Speech Pathologist,Financial Services,Mass Customer,No,19,30-39,NSW,12
1062,Diamond,Whales,Female,Junior Executive,Financial Services,Mass Customer,No,14,40-49,NSW,11
1063,Silver,Potential,Male,Actuary,Financial Services,Affluent Customer,Yes,13,30-39,NSW,10
1064,Bronze,Dormant,Male,Librarian,Entertainment,Affluent Customer,Yes,8,40-49,NSW,8
1065,Bronze,Attention,Male,Quality Engineer,Financial Services,Mass Customer,Yes,8,60-69,NSW,9
1066,Bronze,Dormant,Male,Recruiter,Telecommunications,High Net Worth,No,12,20-29,VIC,10
1067,Bronze,Dormant,Female,Engineer IV,Financial Services,Mass Customer,Yes,13,50-59,NSW,9
1068,Diamond,Best,Male,Engineer IV,Health,Mass Customer,Yes,3,20-29,NSW,8
1069,Bronze,Slipping,Male,Web Designer I,Telecommunications,Mass Customer,No,15,40-49,QLD,7
1070,Silver,Rookies,Male,Account Representative IV,Telecommunications,Mass Customer,No,1,20-29,QLD,4
1071,Silver,Potential,Male,Account Representative IV,Retail,High Net Worth,No,1,30-39,NSW,7
1072,Bronze,Slipping,Male,Senior Cost Accountant,Financial Services,High Net Worth,Yes,8,60-69,NSW,3
1073,Silver,Promising,Female,Associate Professor,Financial Services,Affluent Customer,Yes,7,40-49,NSW,10
1074,Diamond,Best,Male,Accounting Assistant IV,Financial Services,High Net Worth,Yes,18,50-59,NSW,3
1075,Silver,Potential,Male,Administrative Officer,Manufacturing,High Net Worth,No,7,50-59,NSW,1
1076,Diamond,Best,Male,Pharmacist,Health,Affluent Customer,No,2,20-29,NSW,9
1077,Silver,Promising,Female,Pharmacist,Telecommunications,Mass Customer,Yes,18,60-69,QLD,7
1078,Silver,Promising,Male,Executive Secretary,Manufacturing,Mass Customer,No,20,40-49,NSW,9
1079,Silver,Rookies,Male,Nurse Practicioner,Manufacturing,Mass Customer,No,18,40-49,NSW,9
1080,Bronze,Slipping,Female,Speech Pathologist,Property,Mass Customer,Yes,2,20-29,QLD,9
1081,Silver,Promising,Female,Social Worker,Health,Mass Customer,No,16,30-39,NSW,8
1082,Silver,Potential,Female,Financial Analyst,Financial Services,Mass Customer,Yes,10,30-39,QLD,9
1083,Bronze,Dormant,Male,VP Product Management,Financial Services,Affluent Customer,No,1,20-29,QLD,8
1084,Diamond,Best,Female,Accounting Assistant I,Retail,Affluent Customer,No,8,30-39,NSW,4
1085,Bronze,Slipping,Male,Internal Auditor,Health,Mass Customer,No,8,40-49,QLD,7
1086,Diamond,Best,Male,Statistician IV,Property,Mass Customer,Yes,4,30-39,VIC,9
1087,Bronze,Rookies,Female,Financial Analyst,Financial Services,Mass Customer,Yes,8,40-49,VIC,5
1088,Silver,Promising,Female,Design Engineer,Financial Services,High Net Worth,Yes,3,30-39,VIC,9
1089,Silver,Attention,Female,Product Engineer,Property,Affluent Customer,No,12,30-39,VIC,9
1090,Bronze,Attention,Female,Computer Systems Analyst II,Telecommunications,Affluent Customer,No,17,40-49,NSW,11
1091,Diamond,Best,Male,Computer Systems Analyst II,Health,Mass Customer,No,15,40-49,VIC,7
1092,Bronze,Slipping,Female,VP Quality Control,Retail,Mass Customer,No,5,80-89,VIC,3
1093,Silver,Whales,Female,Business Systems Development Analyst,Retail,Affluent Customer,No,5,20-29,NSW,10
1094,Diamond,Loyal,Male,Dental Hygienist,Health,High Net Worth,No,19,40-49,QLD,7
1095,Silver,Rookies,Female,Project Manager,Health,Mass Customer,No,6,60-69,NSW,9
1096,Bronze,Potential,Male,Software Test Engineer I,Health,High Net Worth,No,14,50-59,NSW,9
1097,Bronze,Dormant,Female,Engineer II,Financial Services,Mass Customer,Yes,18,50-59,NSW,8
1098,Diamond,Best,Female,Administrative Assistant IV,Financial Services,Mass Customer,Yes,12,30-39,NSW,9
1099,Bronze,Dormant,Male,Tax Accountant,Manufacturing,Affluent Customer,Yes,11,40-49,NSW,8
1100,Bronze,Slipping,Male,Engineer I,Manufacturing,Mass Customer,No,15,40-49,QLD,3
1101,Silver,Whales,Female,Senior Editor,Manufacturing,Mass Customer,No,15,50-59,NSW,11
1102,Diamond,Best,Female,Recruiting Manager,Manufacturing,Affluent Customer,No,15,40-49,NSW,3
1103,Diamond,Loyal,Female,Financial Advisor,Financial Services,High Net Worth,Yes,20,40-49,NSW,10
1104,Diamond,Loyal,Female,Programmer III,Retail,Mass Customer,No,8,60-69,NSW,6
1105,Silver,Rookies,Male,General Manager,Retail,Mass Customer,No,18,30-39,NSW,4
1106,Diamond,Best,Female,Software Consultant,Retail,Mass Customer,No,15,60-69,VIC,11
1107,Bronze,Potential,Female,Social Worker,Health,High Net Worth,No,18,50-59,NSW,9
1108,Bronze,Rookies,Female,Dental Hygienist,Health,Mass Customer,No,17,60-69,NSW,5
1109,Bronze,Dormant,Male,Web Developer II,Entertainment,High Net Worth,No,6,30-39,VIC,9
1110,Diamond,Whales,Male,Information Systems Manager,Retail,High Net Worth,No,12,30-39,VIC,7
1111,Diamond,Loyal,Male,Director of Sales,Retail,High Net Worth,Yes,18,60-69,VIC,6
1112,Bronze,Dormant,Male,Director of Sales,Retail,Mass Customer,Yes,13,40-49,NSW,11
1113,Diamond,Loyal,Male,Recruiter,Property,Mass Customer,No,6,30-39,NSW,12
1114,Bronze,Slipping,Female,Structural Engineer,Retail,Mass Customer,No,14,40-49,QLD,7
1115,Diamond,Best,Female,Account Coordinator,Retail,High Net Worth,Yes,17,50-59,NSW,10
1116,Silver,Rookies,Female,Assistant Manager,Health,Mass Customer,Yes,16,50-59,NSW,9
1117,Silver,Attention,Female,Quality Engineer,Health,Affluent Customer,No,14,40-49,NSW,9
1118,Bronze,Slipping,Female,Sales Representative,Retail,Mass Customer,Yes,9,40-49,NSW,8
1119,Silver,Whales,Male,Sales Representative,Entertainment,Mass Customer,Yes,19,40-49,NSW,11
1120,Silver,Promising,Female,Web Developer IV,Retail,Affluent Customer,No,12,40-49,NSW,9
1121,Bronze,Rookies,Female,Registered Nurse,Health,Mass Customer,Yes,3,40-49,NSW,11
1122,Silver,Potential,Female,Registered Nurse,Health,Mass Customer,No,11,30-39,VIC,8
1123,Diamond,Whales,Male,Registered Nurse,Property,Mass Customer,No,13,60-69,NSW,7
1124,Bronze,Attention,Male,Health Coach III,Health,Affluent Customer,Yes,9,50-59,NSW,11
1125,Silver,Potential,Male,Software Test Engineer III,IT,Affluent Customer,No,9,30-39,NSW,9
1126,Bronze,Rookies,Female,Executive Secretary,IT,Mass Customer,No,14,50-59,VIC,11
1127,Bronze,Slipping,Female,Physical Therapy Assistant,Financial Services,Mass Customer,No,8,30-39,NSW,10
1128,Silver,Potential,Female,Financial Advisor,Financial Services,Mass Customer,Yes,8,30-39,QLD,4
1129,Diamond,Loyal,Male,VP Marketing,Entertainment,Mass Customer,Yes,9,40-49,QLD,8
1130,Silver,Whales,Female,Sales Associate,Entertainment,Mass Customer,No,16,50-59,NSW,12
1131,Diamond,Loyal,Male,VP Marketing,Entertainment,Mass Customer,No,15,60-69,QLD,3
1132,Diamond,Loyal,Female,Actuary,Financial Services,Affluent Customer,Yes,9,30-39,VIC,7
1133,Diamond,Best,Male,Actuary,Manufacturing,Affluent Customer,No,6,50-59,QLD,4
1134,Silver,Promising,Male,Administrative Assistant IV,Financial Services,Affluent Customer,No,3,20-29,NSW,11
1135,Bronze,Dormant,Female,Software Engineer IV,Financial Services,Mass Customer,Yes,11,40-49,NSW,6
1136,Silver,Potential,Male,Executive Secretary,Property,High Net Worth,No,7,40-49,NSW,9
1137,Diamond,Best,Male,Business Systems Development Analyst,Property,Mass Customer,No,18,40-49,VIC,3
1138,Silver,Whales,Female,Statistician I,Retail,Mass Customer,Yes,5,30-39,QLD,6
1139,Bronze,Dormant,Male,Editor,Manufacturing,Mass Customer,Yes,16,40-49,QLD,2
1140,Diamond,Best,Female,Executive Secretary,Manufacturing,Mass Customer,Yes,13,30-39,NSW,10
1141,Bronze,Slipping,Female,Executive Secretary,Financial Services,High Net Worth,Yes,4,40-49,VIC,11
1142,Bronze,Slipping,Male,Desktop Support Technician,Telecommunications,Mass Customer,No,2,20-29,NSW,9
1143,Silver,Promising,Male,Office Assistant IV,Health,Mass Customer,Yes,6,60-69,NSW,5
1144,Diamond,Best,Male,Environmental Specialist,Health,High Net Worth,Yes,5,20-29,NSW,9
1145,Bronze,Rookies,Female,Environmental Specialist,Property,Mass Customer,Yes,14,50-59,VIC,10
1146,Bronze,Dormant,Male,Assistant Professor,Financial Services,High Net Worth,No,8,30-39,VIC,4
1147,Silver,Whales,Male,Health Coach II,Entertainment,High Net Worth,Yes,9,50-59,NSW,9
1148,Bronze,Rookies,Male,Statistician IV,Financial Services,High Net Worth,No,5,30-39,NSW,5
1149,Bronze,Slipping,Female,Developer III,Financial Services,Affluent Customer,Yes,14,50-59,NSW,7
1150,Silver,Whales,Female,Information Systems Manager,Financial Services,Mass Customer,Yes,13,40-49,QLD,4
1151,Bronze,Attention,Female,VP Product Management,Argiculture,High Net Worth,Yes,19,50-59,NSW,9
1152,Diamond,Best,Male,Business Systems Development Analyst,Financial Services,Mass Customer,Yes,3,20-29,QLD,10
1153,Silver,Promising,Female,Desktop Support Technician,Health,Mass Customer,Yes,3,20-29,QLD,4
1154,Bronze,Slipping,Male,Research Nurse,Health,Mass Customer,Yes,20,40-49,NSW,11
1155,Silver,Loyal,Female,VP Marketing,Property,Mass Customer,Yes,9,30-39,NSW,1
1156,Bronze,Attention,Female,Marketing Assistant,Argiculture,Mass Customer,Yes,1,20-29,QLD,3
1157,Silver,Whales,Male,Research Nurse,Health,Affluent Customer,Yes,17,50-59,NSW,12
1158,Diamond,Whales,Male,Senior Quality Engineer,Health,Mass Customer,Yes,19,30-39,VIC,4
1159,Silver,Rookies,Male,Librarian,Entertainment,Mass Customer,No,1,30-39,VIC,8
1160,Bronze,Dormant,Female,Speech Pathologist,IT,Affluent Customer,No,10,50-59,NSW,7
1161,Silver,Rookies,Female,Senior Quality Engineer,Retail,Mass Customer,No,15,40-49,QLD,7
1162,Bronze,Dormant,Male,Marketing Assistant,Retail,Mass Customer,Yes,7,30-39,VIC,10
1163,Bronze,Potential,Male,Cost Accountant,Financial Services,High Net Worth,Yes,8,40-49,VIC,9
1164,Bronze,Dormant,Female,Food Chemist,Health,Mass Customer,Yes,17,40-49,VIC,9
1165,Diamond,Loyal,Female,Administrative Assistant IV,Financial Services,High Net Worth,No,2,30-39,NSW,1
1166,Silver,Promising,Female,Quality Control Specialist,Health,Affluent Customer,No,8,50-59,NSW,8
1167,Silver,Rookies,Female,Software Test Engineer III,Health,Mass Customer,No,4,20-29,QLD,6
1168,Diamond,Loyal,Male,Pharmacist,Health,Affluent Customer,No,18,50-59,VIC,8
1169,Diamond,Loyal,Female,Actuary,Financial Services,Mass Customer,Yes,13,50-59,NSW,10
1170,Bronze,Attention,Female,Assistant Professor,IT,Mass Customer,Yes,4,50-59,QLD,9
1171,Diamond,Loyal,Female,Human Resources Manager,IT,Affluent Customer,Yes,8,50-59,QLD,8
1172,Silver,Potential,Male,Recruiter,IT,Mass Customer,Yes,17,50-59,NSW,9
1173,Bronze,Dormant,Female,Statistician IV,Retail,High Net Worth,No,16,40-49,NSW,7
1174,Bronze,Rookies,Female,Executive Secretary,IT,Mass Customer,No,1,40-49,NSW,7
1175,Bronze,Dormant,Male,Human Resources Manager,IT,Mass Customer,No,8,30-39,NSW,9
1176,Bronze,Dormant,Female,Software Engineer IV,IT,Affluent Customer,Yes,7,40-49,NSW,9
1177,Silver,Attention,Female,Food Chemist,Health,Affluent Customer,Yes,6,70-79,NSW,8
1178,Diamond,Loyal,Male,Pharmacist,Health,Mass Customer,No,13,50-59,NSW,9
1179,Silver,Rookies,Male,Media Manager IV,Financial Services,High Net Worth,Yes,13,30-39,QLD,8
1180,Bronze,Attention,Female,Account Representative I,Financial Services,Affluent Customer,No,10,40-49,NSW,8
1181,Diamond,Loyal,Female,Tax Accountant,Argiculture,Mass Customer,No,8,40-49,QLD,8
1182,Diamond,Best,Female,Data Coordiator,IT,Mass Customer,Yes,7,40-49,NSW,3
1183,Silver,Whales,Male,Media Manager II,IT,Affluent Customer,No,6,60-69,VIC,6
1184,Diamond,Whales,Female,Social Worker,Health,Mass Customer,No,13,50-59,NSW,9
1185,Bronze,Rookies,Female,VP Product Management,Health,Mass Customer,Yes,2,20-29,NSW,10
1186,Bronze,Slipping,Male,Help Desk Operator,Manufacturing,Affluent Customer,Yes,20,40-49,NSW,10
1187,Bronze,Slipping,Male,Help Desk Operator,Financial Services,Mass Customer,No,1,20-29,VIC,1
1188,Silver,Rookies,Female,Statistician IV,Financial Services,Affluent Customer,Yes,4,40-49,NSW,11
1189,Bronze,Slipping,Male,Geologist I,Health,High Net Worth,Yes,8,30-39,VIC,9
1190,Silver,Promising,Female,Assistant Professor,Financial Services,Affluent Customer,Yes,10,50-59,NSW,2
1191,Silver,Promising,Female,Director of Sales,Financial Services,Mass Customer,Yes,1,20-29,NSW,10
1192,Bronze,Slipping,Female,VP Quality Control,Manufacturing,Mass Customer,No,16,50-59,NSW,9
1193,Bronze,Slipping,Male,Safety Technician I,Retail,High Net Worth,No,5,30-39,NSW,5
1194,Diamond,Loyal,Female,Junior Executive,Telecommunications,Affluent Customer,No,3,30-39,QLD,4
1195,Silver,Promising,Female,VP Marketing,Telecommunications,Mass Customer,No,18,40-49,VIC,8
1196,Silver,Promising,Female,Research Nurse,Health,Mass Customer,No,2,20-29,NSW,10
1197,Bronze,Rookies,Female,Professor,Financial Services,High Net Worth,Yes,5,20-29,NSW,8
1198,Silver,Potential,Female,Sales Representative,Retail,High Net Worth,No,7,50-59,NSW,1
1199,Silver,Promising,Male,VP Accounting,Financial Services,Affluent Customer,Yes,5,60-69,NSW,7
1200,Silver,Whales,Female,Librarian,Entertainment,High Net Worth,No,18,50-59,QLD,3
1201,Bronze,Dormant,Female,Librarian,Manufacturing,Mass Customer,No,10,60-69,NSW,9
1202,Bronze,Dormant,Male,Sales Representative,Retail,Mass Customer,Yes,8,30-39,NSW,10
1203,Bronze,Rookies,Female,Technical Writer,Health,Affluent Customer,No,22,30-39,QLD,6
1204,Bronze,Rookies,Female,Senior Developer,Manufacturing,Affluent Customer,Yes,16,50-59,NSW,10
1205,Diamond,Loyal,Male,Business Systems Development Analyst,Manufacturing,Affluent Customer,No,13,40-49,NSW,10
1206,Bronze,Dormant,Female,Paralegal,Financial Services,Mass Customer,No,13,40-49,VIC,5
1207,Silver,Promising,Female,Engineer IV,Health,Mass Customer,No,1,20-29,NSW,4
1208,Bronze,Attention,Female,Budget/Accounting Analyst IV,Financial Services,Mass Customer,No,15,40-49,NSW,10
1209,Bronze,Dormant,Male,Senior Developer,Property,High Net Worth,Yes,11,40-49,VIC,9
1210,Diamond,Best,Female,Programmer II,IT,Mass Customer,No,22,40-49,NSW,9
1211,Bronze,Dormant,Male,VP Sales,Financial Services,Affluent Customer,Yes,14,40-49,NSW,8
1212,Bronze,Slipping,Female,Legal Assistant,Property,Affluent Customer,No,13,50-59,NSW,9
1213,Silver,Whales,Male,Accounting Assistant II,Property,High Net Worth,No,15,50-59,VIC,10
1214,Silver,Rookies,Male,Internal Auditor,Property,High Net Worth,No,15,30-39,NSW,11
1215,Silver,Attention,Female,VP Quality Control,Manufacturing,Mass Customer,No,11,50-59,NSW,10
1216,Bronze,Rookies,Female,Software Test Engineer I,Telecommunications,Affluent Customer,Yes,10,60-69,VIC,7
1217,Diamond,Loyal,Female,Structural Engineer,Manufacturing,High Net Worth,No,16,50-59,NSW,4
1218,Silver,Whales,Female,Structural Engineer,Manufacturing,Mass Customer,Yes,7,40-49,VIC,7
1219,Bronze,Rookies,Male,Structural Engineer,Financial Services,Mass Customer,No,14,50-59,VIC,4
1220,Silver,Potential,Male,Editor,Financial Services,High Net Worth,No,14,30-39,VIC,7
1221,Silver,Promising,Male,VP Product Management,Health,High Net Worth,Yes,14,20-29,NSW,9
1222,Bronze,Slipping,Female,Account Executive,Property,Mass Customer,No,19,50-59,VIC,9
1223,Silver,Loyal,Female,Senior Sales Associate,Manufacturing,Mass Customer,Yes,16,50-59,NSW,7
1224,Diamond,Loyal,Female,Junior Executive,Manufacturing,Mass Customer,No,16,40-49,NSW,6
1225,Bronze,Slipping,Male,Clinical Specialist,Health,Mass Customer,Yes,10,30-39,VIC,10
1226,Silver,Promising,Female,Director of Sales,Health,Mass Customer,Yes,13,40-49,VIC,7
1227,Diamond,Loyal,Female,Software Engineer I,IT,Affluent Customer,Yes,12,30-39,NSW,7
1228,Bronze,Dormant,Female,Senior Cost Accountant,Financial Services,Affluent Customer,No,6,60-69,NSW,4
1229,Diamond,Loyal,Male,GIS Technical Architect,Manufacturing,Affluent Customer,Yes,1,20-29,NSW,11
1230,Bronze,Dormant,Male,GIS Technical Architect,Financial Services,Mass Customer,Yes,10,30-39,NSW,9
1231,Bronze,Dormant,Female,Social Worker,Health,Affluent Customer,No,18,50-59,NSW,10
1232,Diamond,Best,Male,Help Desk Operator,Property,Affluent Customer,No,20,60-69,QLD,8
1233,Diamond,Best,Female,Help Desk Operator,Retail,Affluent Customer,Yes,16,40-49,NSW,11
1234,Silver,Attention,Male,Geologist I,Retail,Mass Customer,No,17,50-59,NSW,9
1235,Bronze,Slipping,Female,Dental Hygienist,Health,Mass Customer,No,9,50-59,NSW,2
1236,Bronze,Attention,Male,Web Designer IV,Financial Services,High Net Worth,Yes,18,50-59,VIC,7
1237,Diamond,Best,Female,Research Nurse,Health,High Net Worth,No,16,50-59,VIC,4
1238,Bronze,Slipping,Male,Graphic Designer,Health,Affluent Customer,Yes,6,40-49,VIC,5
1239,Silver,Promising,Male,Graphic Designer,Health,Mass Customer,Yes,17,40-49,QLD,7
1240,Silver,Rookies,Female,Sales Associate,Manufacturing,Mass Customer,Yes,19,50-59,NSW,8
1241,Bronze,Attention,Female,Pharmacist,Health,Affluent Customer,Yes,11,30-39,NSW,9
1242,Bronze,Rookies,Male,Human Resources Assistant III,Property,High Net Worth,Yes,18,50-59,VIC,7
1243,Silver,Whales,Male,Research Assistant II,Retail,Mass Customer,No,8,70-79,NSW,11
1244,Silver,Promising,Female,Financial Analyst,Financial Services,Mass Customer,Yes,1,70-79,NSW,8
1245,Silver,Attention,Male,Product Engineer,Manufacturing,Affluent Customer,No,1,30-39,NSW,10
1246,Bronze,Dormant,Male,Product Engineer,Manufacturing,High Net Worth,No,6,30-39,QLD,2
1247,Bronze,Slipping,Female,Geologist I,Entertainment,Affluent Customer,No,11,60-69,QLD,1
1248,Bronze,Slipping,Female,General Manager,Entertainment,Affluent Customer,Yes,7,60-69,QLD,2
1249,Silver,Whales,Male,General Manager,Telecommunications,Mass Customer,No,16,50-59,QLD,2
1250,Diamond,Loyal,Female,Help Desk Technician,Manufacturing,Mass Customer,No,1,20-29,QLD,7
1251,Bronze,Slipping,Male,Desktop Support Technician,Property,Mass Customer,No,2,20-29,QLD,6
1252,Diamond,Best,Male,Recruiting Manager,Manufacturing,Mass Customer,Yes,14,50-59,QLD,4
1253,Bronze,Rookies,Female,Research Assistant I,Manufacturing,Mass Customer,No,5,20-29,QLD,2
1254,Silver,Loyal,Male,Graphic Designer,Retail,Mass Customer,Yes,5,60-69,QLD,1
1255,Bronze,Dormant,Male,Graphic Designer,Health,Affluent Customer,No,11,40-49,NSW,9
1256,Bronze,Slipping,Male,Food Chemist,Health,High Net Worth,No,9,30-39,QLD,6
1257,Bronze,Dormant,Male,Assistant Professor,Property,Affluent Customer,Yes,9,50-59,QLD,2
1258,Diamond,Loyal,Male,Geological Engineer,Manufacturing,Mass Customer,No,6,40-49,QLD,1
1259,Silver,Loyal,Female,Assistant Professor,Financial Services,Mass Customer,No,9,50-59,QLD,1
1260,Silver,Potential,Male,Tax Accountant,Property,Mass Customer,No,9,30-39,QLD,2
1261,Bronze,Potential,Female,Legal Assistant,Manufacturing,Mass Customer,No,4,50-59,QLD,2
1262,Bronze,Slipping,Female,Technical Writer,Manufacturing,High Net Worth,Yes,19,50-59,QLD,3
1263,Silver,Potential,Male,Nurse,Manufacturing,Affluent Customer,No,8,50-59,QLD,1
1264,Silver,Rookies,Male,Nurse,Health,Mass Customer,Yes,7,30-39,QLD,2
1265,Bronze,Rookies,Male,Biostatistician I,Property,Mass Customer,Yes,2,30-39,QLD,3
1266,Bronze,Slipping,Male,Human Resources Manager,Health,Mass Customer,Yes,10,40-49,QLD,1
1267,Bronze,Slipping,Male,Safety Technician IV,Entertainment,Affluent Customer,Yes,19,40-49,QLD,3
1268,Bronze,Slipping,Male,Safety Technician IV,Financial Services,High Net Worth,Yes,2,30-39,QLD,9
1269,Bronze,Dormant,Male,Account Coordinator,Property,High Net Worth,Yes,7,30-39,QLD,6
1270,Bronze,Dormant,Male,Paralegal,Financial Services,Affluent Customer,No,10,40-49,QLD,6
1271,Bronze,Dormant,Female,Accounting Assistant II,Telecommunications,Mass Customer,Yes,6,30-39,QLD,4
1272,Diamond,Best,Female,Accounting Assistant II,Manufacturing,Affluent Customer,No,17,30-39,QLD,5
1273,Bronze,Rookies,Male,General Manager,Financial Services,Affluent Customer,Yes,14,50-59,QLD,2
1274,Diamond,Loyal,Male,Mechanical Systems Engineer,Manufacturing,Mass Customer,No,20,40-49,QLD,7
1275,Bronze,Slipping,Female,General Manager,Health,Mass Customer,Yes,8,50-59,QLD,2
1276,Bronze,Dormant,Male,Dental Hygienist,Health,Affluent Customer,No,4,60-69,QLD,8
1277,Bronze,Slipping,Male,Help Desk Technician,Health,Mass Customer,Yes,9,50-59,QLD,1
1278,Bronze,Slipping,Female,Pharmacist,Health,Affluent Customer,No,2,20-29,QLD,4
1279,Silver,Potential,Male,Staff Accountant I,Financial Services,Mass Customer,No,20,60-69,QLD,3
1280,Bronze,Slipping,Male,Marketing Assistant,Manufacturing,High Net Worth,Yes,15,40-49,QLD,7
1281,Bronze,Dormant,Male,Administrative Assistant III,Manufacturing,Affluent Customer,Yes,16,50-59,QLD,8
