transaction_id,product_id,customer_id,transaction_date,online_order,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
2462,86,805,2017-02-21,0,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-09
2463,2,3500,2017-04-25,0,Solex,Standard,medium,medium,71.49,53.62,2012-12-04
2464,25,985,2017-08-28,0,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-12
2465,3,363,2017-08-31,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,2015-08-04
2466,21,3286,2017-12-21,0,Solex,Standard,medium,large,1071.23,380.74,1996-04-07
2467,51,3036,2017-02-05,0,OHM Cycles,Standard,high,medium,2005.66,1203.4,2015-10-20
2468,14,568,2017-05-28,1,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-07
2469,79,2471,2017-03-16,1,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1997-08-27
2470,55,1827,2017-07-27,0,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-23
2471,29,2786,2017-01-06,0,Norco Bicycles,Road,medium,medium,543.39,407.54,1999-07-22
2472,97,263,2017-07-03,1,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-09
2473,14,2277,2017-08-23,0,Solex,Standard,high,large,1842.92,1105.75,2014-10-12
2474,49,1321,2017-06-26,0,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06
2475,77,2065,2017-05-29,1,Norco Bicycles,Road,medium,large,1240.31,795.1,2015-08-04
2476,64,3055,2017-03-07,1,Trek Bicycles,Standard,medium,large,1469.44,596.55,2014-10-12
2477,39,1570,2017-02-08,1,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-09
2478,0,676,2017-07-27,1,Norco Bicycles,Road,medium,medium,544.05,376.84,2016-12-08
2479,26,273,2017-05-06,1,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-28
2480,44,3054,2017-09-08,1,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-11
2481,19,2479,2017-01-15,1,OHM Cycles,Road,high,large,12.01,7.21,2009-03-10
2483,0,385,2017-09-13,0,Trek Bicycles,Standard,medium,medium,499.53,388.72,2003-02-18
2484,35,75,2017-08-22,0,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14
2485,38,2112,2017-03-09,0,Solex,Standard,medium,medium,1577.53,826.51,1999-12-06
2486,66,982,2017-02-20,0,Solex,Standard,medium,medium,1163.89,589.27,2013-03-14
2487,90,1885,2017-12-26,0,Solex,Standard,low,medium,945.04,507.58,1997-05-12
2488,31,67,2017-03-18,0,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-12
2489,63,174,2017-03-09,0,Solex,Standard,medium,medium,1483.2,99.59,1998-12-19
2490,95,2170,2017-12-02,0,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-12
2491,87,1655,2017-04-23,1,Giant Bicycles,Standard,high,medium,1179.0,707.4,2005-05-12
2492,77,1593,2017-11-07,0,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-12
2493,65,1443,2017-11-16,0,WeareA2B,Standard,medium,medium,1807.45,778.69,2002-09-02
2494,20,3472,2017-08-20,0,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1993-05-28
2495,84,3185,2017-02-09,0,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-20
2496,0,3490,2017-03-18,0,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-09
2497,83,2883,2017-01-06,1,Solex,Touring,medium,large,2083.94,675.03,1999-07-28
2498,67,1371,2017-03-20,0,Norco Bicycles,Road,medium,medium,544.05,376.84,2002-09-02
2499,34,382,2017-02-23,1,Norco Bicycles,Road,high,large,774.53,464.72,2011-03-18
2500,58,346,2017-01-22,0,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-20
2501,59,9,2017-05-10,0,Solex,Standard,medium,large,1061.56,733.58,2015-06-19
2502,12,318,2017-10-09,0,WeareA2B,Standard,medium,medium,1231.15,161.6,1994-09-11
2503,58,408,2017-02-22,0,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-20
2504,41,2399,2017-11-16,1,Norco Bicycles,Standard,low,medium,958.74,748.9,2010-05-07
2505,0,858,2017-02-20,0,Solex,Standard,medium,medium,441.49,84.99,2012-04-12
2506,35,1126,2017-01-05,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14
2507,64,3042,2017-06-27,0,Giant Bicycles,Standard,high,small,1977.36,1759.85,2010-08-22
2508,70,2110,2017-04-06,1,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-08
2509,35,3337,2017-04-24,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,1997-05-12
2510,52,837,2017-06-02,1,OHM Cycles,Road,medium,medium,1280.28,829.51,2011-08-26
2511,36,1465,2017-05-30,0,Solex,Standard,low,medium,945.04,507.58,2011-05-11
2512,26,2665,2017-10-08,1,WeareA2B,Standard,medium,medium,1992.93,762.63,2015-08-04
2513,0,289,2017-11-11,0,OHM Cycles,Standard,medium,medium,183.86,137.9,1997-10-06
2514,90,2399,2017-06-21,0,Solex,Standard,low,medium,945.04,507.58,1995-12-21
2515,4,2202,2017-04-28,1,Giant Bicycles,Standard,high,medium,1129.13,677.48,2004-09-30
2516,69,851,2017-09-24,1,Giant Bicycles,Road,medium,medium,792.9,594.68,1991-11-12
2517,34,3218,2017-05-05,1,Norco Bicycles,Road,high,large,774.53,464.72,2003-07-23
2518,81,857,2017-12-06,1,Solex,Standard,medium,medium,1151.96,649.49,1997-02-11
2519,1,3361,2017-08-25,0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2005-05-12
2520,18,1145,2017-12-17,0,Solex,Standard,medium,medium,575.27,431.45,1996-04-07
2521,91,2560,2017-05-14,0,Solex,Standard,medium,medium,100.35,75.26,1999-07-28
2522,56,272,2017-02-07,1,OHM Cycles,Standard,medium,medium,183.86,137.9,2012-05-20
2523,82,3195,2017-01-04,1,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12
2524,0,2089,2017-02-28,1,Solex,Road,medium,medium,416.98,312.74,1997-05-12
2525,48,1837,2017-08-03,0,WeareA2B,Standard,medium,medium,1762.96,950.52,2012-06-06
2526,0,1922,2017-02-03,0,Trek Bicycles,Road,medium,medium,533.51,400.13,1997-10-06
2527,15,3149,2017-12-08,1,Norco Bicycles,Standard,low,medium,958.74,748.9,1993-07-17
2528,14,2647,2017-12-13,1,Solex,Standard,high,large,1842.92,1105.75,1995-10-26
2529,65,2308,2017-04-05,1,WeareA2B,Standard,medium,medium,1807.45,778.69,2016-12-08
2530,56,1151,2017-10-16,0,Norco Bicycles,Mountain,low,small,688.63,612.88,2011-05-09
2531,58,2142,2017-10-10,1,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-20
2532,18,553,2017-06-03,0,Solex,Standard,medium,medium,575.27,431.45,2016-02-06
2533,6,1048,2017-03-14,1,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-09
2534,84,5,2017-05-03,0,Trek Bicycles,Road,medium,medium,290.62,215.14,2003-01-07
2535,88,2872,2017-10-18,0,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2003-01-07
2536,71,636,2017-12-11,0,Solex,Standard,high,large,1842.92,1105.75,1995-10-26
2537,95,2797,2017-09-02,1,Giant Bicycles,Standard,medium,large,569.56,528.43,2004-01-18
2538,61,2784,2017-08-17,0,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-19
2539,73,57,2017-11-22,0,Solex,Standard,medium,medium,1945.43,333.18,1991-07-12
2540,31,291,2017-11-20,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-12
2541,72,1750,2017-05-31,1,Norco Bicycles,Standard,medium,medium,360.4,270.3,2006-05-24
2542,10,3480,2017-01-26,0,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-05
2543,75,2490,2017-05-12,0,Giant Bicycles,Touring,medium,large,1873.97,863.95,1991-07-12
2544,100,536,2017-11-28,0,Norco Bicycles,Road,medium,medium,1036.59,206.35,2014-10-12
2545,2,1591,2017-07-23,0,Solex,Standard,medium,medium,71.49,53.62,1991-11-09
2546,92,1797,2017-02-17,1,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-07
2547,99,1919,2017-08-26,0,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-12
2548,48,654,2017-07-19,0,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-30
2549,89,473,2017-06-28,1,WeareA2B,Touring,medium,large,1362.99,57.74,2002-10-12
2550,86,1574,2017-10-16,1,OHM Cycles,Standard,medium,medium,235.63,125.07,2003-01-07
2551,90,2109,2017-04-01,0,Solex,Standard,low,medium,945.04,507.58,1997-05-12
2552,91,2104,2017-05-15,0,Solex,Standard,medium,medium,100.35,75.26,1999-07-28
2553,7,1250,2017-10-01,1,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-30
2554,70,1946,2017-01-08,1,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-13
2555,62,2388,2017-01-16,1,Solex,Standard,medium,medium,478.16,298.72,1993-06-25
2556,80,2193,2017-02-14,0,OHM Cycles,Touring,low,medium,1073.07,933.84,2013-09-18
2557,69,39,2017-11-26,0,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-04
2558,10,3007,2017-07-16,0,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-05
2559,59,2435,2017-07-30,1,Solex,Standard,medium,large,1061.56,733.58,1993-07-22
2560,42,2918,2017-10-18,1,OHM Cycles,Road,medium,small,1810.0,1610.9,2007-12-13
2561,0,1942,2017-04-14,1,OHM Cycles,Road,high,large,12.01,7.21,2009-03-10
2562,35,2514,2017-11-14,1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2003-02-09
2563,8,3246,2017-05-11,1,Solex,Road,medium,small,1703.52,1516.13,2005-12-09
2564,18,2495,2017-04-06,0,Solex,Standard,medium,medium,575.27,431.45,2013-03-14
2565,6,3137,2017-08-02,1,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-09
2566,75,2173,2017-02-27,0,Giant Bicycles,Touring,medium,large,1873.97,863.95,2004-07-27
2567,28,190,2017-06-06,1,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-07
2568,58,1473,2017-10-10,1,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-05-23
2569,39,2170,2017-11-16,1,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-09
2570,22,3357,2017-07-24,0,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-17
2571,78,653,2017-04-19,0,Giant Bicycles,Standard,medium,large,1765.3,709.48,2003-09-11
2572,2,593,2017-04-16,0,Solex,Standard,medium,medium,71.49,53.62,2012-12-04
2573,27,2109,2017-08-31,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,1997-05-12
2574,70,1318,2017-06-20,0,Trek Bicycles,Standard,high,medium,495.72,297.43,2004-07-27
2575,64,1291,2017-07-03,1,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-20
2576,72,1763,2017-11-21,1,Norco Bicycles,Standard,medium,medium,360.4,270.3,2014-10-12
2577,80,906,2017-05-02,0,Trek Bicycles,Standard,medium,large,1469.44,596.55,1992-10-04
2578,92,3312,2017-08-01,1,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-23
2579,63,1916,2017-07-18,1,WeareA2B,Standard,medium,medium,1992.93,762.63,2016-11-24
2580,50,99,2017-10-18,1,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-18
2581,17,1290,2017-05-09,0,WeareA2B,Touring,medium,large,1362.99,57.74,1999-07-28
2582,3,173,2017-11-18,0,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-05-09
2583,3,851,2017-12-21,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,2010-06-09
2584,14,738,2017-09-07,0,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-07
2585,9,646,2017-07-07,1,OHM Cycles,Road,medium,medium,742.54,667.4,1993-06-25
2586,77,1713,2017-12-24,0,WeareA2B,Standard,medium,medium,1769.64,108.76,2012-06-06
2587,30,58,2017-11-13,0,Solex,Standard,high,medium,748.17,448.9,1999-07-22
2588,58,392,2017-08-14,1,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-20
2589,10,2136,2017-05-26,0,Solex,Standard,medium,medium,1945.43,333.18,2000-05-24
2590,0,2981,2017-04-09,0,Solex,Standard,medium,medium,71.49,53.62,2012-09-17
2591,91,2760,2017-11-14,1,Solex,Standard,medium,medium,100.35,75.26,1999-07-28
2592,30,2046,2017-01-02,1,Solex,Standard,high,medium,748.17,448.9,2015-04-13
2593,31,1874,2017-06-24,0,WeareA2B,Standard,medium,medium,752.64,205.36,1999-07-28
2594,58,2674,2017-11-16,0,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-27
2595,0,2505,2017-12-12,0,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-25
2596,45,346,2017-06-18,0,Solex,Standard,medium,medium,441.49,84.99,1993-04-14
2597,50,443,2017-04-28,1,Giant Bicycles,Standard,medium,medium,642.7,211.37,1999-07-22
2598,3,2506,2017-02-18,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-17
2599,26,1683,2017-07-31,0,WeareA2B,Standard,medium,medium,1992.93,762.63,1991-11-12
2600,84,946,2017-01-21,1,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-04
2601,91,46,2017-11-07,1,Solex,Standard,medium,medium,100.35,75.26,2000-11-05
2602,10,347,2017-06-15,0,WeareA2B,Touring,medium,medium,1466.68,363.25,1994-08-12
2603,73,3184,2017-10-07,0,Solex,Standard,medium,medium,1945.43,333.18,2006-05-24
2604,87,344,2017-08-23,1,OHM Cycles,Standard,medium,medium,1636.9,44.71,2002-09-02
2605,58,1473,2017-01-04,0,OHM Cycles,Standard,medium,medium,912.52,141.4,2012-05-20
2606,0,1323,2017-04-18,0,Norco Bicycles,Standard,medium,medium,360.4,270.3,2006-05-24
2607,0,1912,2017-10-28,0,OHM Cycles,Road,high,large,12.01,7.21,2009-03-10
2608,30,2892,2017-07-07,0,Solex,Standard,high,medium,748.17,448.9,1994-07-14
2609,46,3170,2017-11-16,0,Solex,Standard,low,medium,1289.85,74.51,2007-12-13
2610,83,506,2017-05-07,0,Solex,Touring,medium,large,2083.94,675.03,2013-09-18
2611,78,739,2017-04-18,1,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-27
2612,18,1252,2017-08-20,0,Solex,Standard,medium,medium,575.27,431.45,2005-05-12
2613,26,189,2017-03-22,0,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-28
2614,67,1230,2017-05-09,1,Norco Bicycles,Road,medium,medium,544.05,376.84,2006-05-24
2615,89,3469,2017-11-24,1,WeareA2B,Touring,medium,large,1362.99,57.74,2002-10-12
2616,29,2273,2017-06-06,0,Norco Bicycles,Road,medium,medium,543.39,407.54,1992-10-13
2617,88,795,2017-02-07,0,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-11
2618,53,2192,2017-08-31,1,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-11
2619,14,1279,2017-07-19,0,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-07
2620,31,1755,2017-04-29,0,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-12
2621,10,1214,2017-04-19,0,Solex,Standard,medium,medium,1945.43,333.18,2002-09-02
2622,52,1613,2017-10-01,0,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-27
2623,56,2783,2017-06-21,1,OHM Cycles,Standard,medium,medium,183.86,137.9,2011-08-26
2624,18,2498,2017-10-17,0,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12
2625,49,132,2017-12-23,1,Trek Bicycles,Road,medium,medium,533.51,400.13,2001-11-27
2626,10,902,2017-10-16,0,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-05
2627,77,2384,2017-05-06,1,WeareA2B,Standard,medium,medium,1769.64,108.76,2014-07-30
2628,83,174,2017-10-23,0,Solex,Touring,medium,large,2083.94,675.03,2013-09-18
2629,95,1773,2017-07-28,1,Giant Bicycles,Standard,medium,large,569.56,528.43,1994-08-12
2630,86,2444,2017-04-16,0,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-20
2631,80,1255,2017-10-13,0,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27
2632,8,2534,2017-07-13,1,Solex,Road,medium,small,1703.52,1516.13,1991-11-09
2634,57,151,2017-09-20,1,WeareA2B,Touring,medium,large,1890.39,260.14,1996-11-11
2635,6,249,2017-11-13,0,Solex,Standard,high,medium,748.17,448.9,1991-11-12
2636,77,669,2017-11-27,1,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-12
2637,92,1964,2017-04-24,0,WeareA2B,Standard,medium,small,1415.01,1259.36,2002-10-12
2638,83,34,2017-04-07,0,Solex,Touring,medium,large,2083.94,675.03,2013-09-18
2639,0,602,2017-05-17,1,Solex,Standard,medium,medium,100.35,75.26,2000-11-05
2640,20,2183,2017-12-20,0,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1993-05-28
2641,91,3062,2017-11-14,1,Solex,Standard,medium,medium,100.35,75.26,1999-07-28
2642,100,2986,2017-03-31,0,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-08
2643,42,2705,2017-12-28,1,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-21
2644,38,269,2017-07-15,0,Solex,Standard,medium,medium,1577.53,826.51,2010-06-09
2645,14,3172,2017-08-04,1,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-07
2646,3,576,2017-10-30,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,2004-09-30
2647,4,1768,2017-06-23,1,Solex,Standard,medium,medium,1483.2,99.59,1998-12-19
2648,56,1725,2017-09-21,1,Norco Bicycles,Mountain,low,small,688.63,612.88,1991-11-12
2649,66,1689,2017-08-16,1,Giant Bicycles,Road,low,small,590.26,525.33,2010-08-22
2650,100,2205,2017-07-13,1,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-08
2652,31,2403,2017-08-02,0,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-12
2653,38,3028,2017-11-07,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,1991-01-23
2654,38,1833,2017-01-04,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-04-18
2655,11,2396,2017-04-22,0,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-06
2656,41,2826,2017-08-12,0,Solex,Road,medium,medium,416.98,312.74,1997-05-12
2657,66,2336,2017-07-29,0,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-07
2658,37,3090,2017-06-15,1,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-22
2659,74,2820,2017-10-08,1,WeareA2B,Standard,medium,medium,1228.07,400.91,1997-01-27
2660,87,430,2017-04-01,0,OHM Cycles,Standard,medium,medium,1636.9,44.71,2006-05-24
2661,37,2372,2017-08-31,1,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-22
2662,91,1823,2017-05-01,1,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-12
2663,40,1299,2017-07-06,1,OHM Cycles,Standard,high,medium,1458.17,874.9,1991-08-07
2664,42,2715,2017-09-17,0,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-21
2665,48,1748,2017-09-10,1,WeareA2B,Standard,medium,medium,1762.96,950.52,1997-10-06
2666,28,298,2017-03-07,0,Solex,Road,medium,small,1703.52,1516.13,2011-04-18
2667,52,3467,2017-04-17,1,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-27
2668,55,2415,2017-11-17,0,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-23
2669,66,167,2017-01-15,1,Solex,Standard,medium,medium,1163.89,589.27,1994-09-11
2670,3,647,2017-08-22,0,Trek Bicycles,Standard,medium,large,2091.47,388.92,1992-10-04
2671,53,3365,2017-01-05,0,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-11
2672,56,1773,2017-12-22,0,OHM Cycles,Standard,medium,medium,183.86,137.9,2012-05-20
2673,82,902,2017-11-06,1,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12
2674,17,888,2017-02-02,1,Solex,Standard,high,medium,1024.66,614.8,1996-11-11
2675,69,2158,2017-05-03,1,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-04
2676,0,336,2017-10-09,0,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-12
2677,18,3225,2017-04-04,1,Solex,Standard,medium,medium,575.27,431.45,1993-10-04
2678,49,187,2017-08-21,1,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06
2679,24,489,2017-02-06,1,Solex,Road,medium,large,1777.8,820.78,2002-03-24
2680,20,1635,2017-02-07,0,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-07
2681,67,1773,2017-03-16,1,Norco Bicycles,Road,medium,medium,544.05,376.84,1992-10-04
2682,0,2068,2017-07-24,0,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-25
2683,31,2659,2017-12-25,1,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-04
2684,3,1752,2017-07-11,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-17
2685,87,1776,2017-09-28,1,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-27
2686,62,2196,2017-03-12,0,Solex,Standard,high,medium,1024.66,614.8,2015-04-13
2687,69,2707,2017-02-28,0,Norco Bicycles,Road,medium,large,1240.31,795.1,1991-07-12
2688,33,2616,2017-07-04,0,OHM Cycles,Road,medium,small,1810.0,1610.9,2007-12-13
2689,31,2853,2017-07-01,1,WeareA2B,Standard,medium,medium,752.64,205.36,2003-01-07
2690,6,1822,2017-06-13,1,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-09
2691,64,637,2017-04-11,0,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26
2692,91,3498,2017-08-25,0,Solex,Standard,medium,medium,100.35,75.26,1999-07-28
2693,92,2633,2017-10-09,1,WeareA2B,Standard,medium,small,1415.01,1259.36,2016-03-31
2694,95,1703,2017-04-04,0,Giant Bicycles,Standard,medium,large,569.56,528.43,2002-10-12
2695,17,2648,2017-09-18,0,Solex,Standard,high,medium,1024.66,614.8,1996-11-11
2696,29,3433,2017-04-15,0,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-24
2697,21,2887,2017-01-25,1,WeareA2B,Touring,medium,medium,1466.68,363.25,2013-03-14
2698,96,1074,2017-09-20,0,Giant Bicycles,Standard,medium,large,1635.3,993.66,2004-01-18
2699,21,2495,2017-10-14,0,Solex,Standard,medium,large,1071.23,380.74,1996-04-07
2700,80,56,2017-03-08,1,OHM Cycles,Touring,low,medium,1073.07,933.84,2004-08-09
2701,68,871,2017-11-06,1,OHM Cycles,Standard,medium,medium,1636.9,44.71,1995-10-26
2702,67,2096,2017-08-15,0,Solex,Standard,medium,large,1071.23,380.74,1993-07-17
2703,30,2189,2017-10-08,1,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-12
2704,40,835,2017-10-23,1,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-04
2705,92,2639,2017-09-18,1,WeareA2B,Standard,medium,small,1415.01,1259.36,2016-03-31
2706,43,1120,2017-04-28,0,Solex,Standard,medium,medium,1151.96,649.49,1999-12-06
2707,68,693,2017-02-14,1,OHM Cycles,Standard,medium,medium,1636.9,44.71,1995-10-26
2708,2,2912,2017-11-14,0,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-07
2709,47,201,2017-12-02,1,Trek Bicycles,Road,low,small,1720.7,1531.42,2001-11-27
2710,85,885,2017-12-23,1,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-04
2711,16,1574,2017-06-15,0,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-11
2712,42,239,2017-02-02,0,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-21
2713,90,1965,2017-12-24,0,Norco Bicycles,Standard,low,medium,363.01,290.41,2000-11-05
2714,34,2896,2017-01-14,0,Norco Bicycles,Road,high,large,774.53,464.72,1994-07-14
2715,45,583,2017-11-29,1,Solex,Standard,medium,medium,441.49,84.99,1993-04-14
2716,100,1168,2017-07-06,0,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-08
2717,95,1540,2017-12-25,1,Giant Bicycles,Standard,medium,large,569.56,528.43,1994-08-12
2718,0,958,2017-04-18,1,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-08
2719,81,2839,2017-03-18,1,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-12
2720,9,1669,2017-01-09,0,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2016-11-24
2721,15,821,2017-05-15,0,Norco Bicycles,Standard,low,medium,958.74,748.9,2013-03-14
2722,49,1061,2017-12-05,1,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06
2723,16,2304,2017-09-07,1,Norco Bicycles,Standard,high,small,1661.92,1479.11,1993-07-17
2724,63,1589,2017-04-08,1,Solex,Standard,medium,medium,1483.2,99.59,2009-03-10
2725,67,2666,2017-02-18,0,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24
2726,81,990,2017-05-23,1,Norco Bicycles,Standard,medium,small,586.45,521.94,1998-12-18
2727,21,2992,2017-11-05,1,Solex,Standard,medium,large,1071.23,380.74,2016-02-06
2728,12,1722,2017-08-27,0,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-19
2729,59,2098,2017-10-23,0,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-07
2730,9,877,2017-05-04,1,OHM Cycles,Road,medium,medium,742.54,667.4,2007-08-06
2731,40,3079,2017-05-28,1,OHM Cycles,Standard,high,medium,1458.17,874.9,2011-05-11
2732,19,2155,2017-01-31,1,OHM Cycles,Road,high,large,12.01,7.21,2009-03-10
2733,0,963,2017-09-13,0,OHM Cycles,Standard,high,medium,227.88,136.73,2004-09-30
2734,0,1432,2017-11-27,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,2011-03-18
2735,95,524,2017-05-16,1,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-12
2736,53,1123,2017-12-06,0,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-11
2737,33,1745,2017-04-27,1,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2010-06-09
2738,75,490,2017-06-14,1,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-24
2739,96,372,2017-07-22,0,WeareA2B,Road,low,small,1172.78,1043.77,2016-03-31
2740,51,2615,2017-01-15,1,OHM Cycles,Standard,high,medium,2005.66,1203.4,1991-01-23
2741,54,324,2017-12-09,1,WeareA2B,Standard,medium,medium,1292.84,13.44,2015-10-20
2742,64,1331,2017-08-22,1,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26
2743,0,1107,2017-11-12,0,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-13
2744,33,3382,2017-07-02,0,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-21
2745,3,310,2017-09-28,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-17
2746,3,3242,2017-09-03,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,1998-12-19
2747,92,184,2017-04-29,0,WeareA2B,Touring,medium,large,1890.39,260.14,2009-03-10
2748,80,384,2017-07-11,0,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27
